,Nbrhood,Nbr_latitude,Nbr_longitude,Borough_name,venue.name,venue.location.lat,venue.location.lng,venue_category
35,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Carnival Store,51.494747535988125,-0.211968584839133,Costume Shop
36,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Red Planet Pizza,51.49478321983996,-0.2109832495370111,Pizza Place
37,Addington,51.3713049,-0.101957,Croydon,The Ludoquist,51.37153038040552,-0.1003305710260288,Gaming Cafe
38,Addington,51.3713049,-0.101957,Croydon,Crushed Bean,51.37099971734288,-0.10017598506483898,Coffee Shop
39,Addington,51.3713049,-0.101957,Croydon,Forbidden Planet,51.373321857688026,-0.10266473896997093,Bookstore
40,Addington,51.3713049,-0.101957,Croydon,Dog & Bull,51.373081096937405,-0.10148720048776085,Pub
41,Addington,51.3713049,-0.101957,Croydon,Nando's,51.3728269,-0.1005836,Portuguese Restaurant
42,Addington,51.3713049,-0.101957,Croydon,Five Guys,51.3733339,-0.100163,Burger Joint
43,Addington,51.3713049,-0.101957,Croydon,Ponte Nuovo,51.3706564023937,-0.10005564248921735,Italian Restaurant
44,Addington,51.3713049,-0.101957,Croydon,Scrumpchino's,51.37384678152949,-0.09859866699079116,Café
45,Addington,51.3713049,-0.101957,Croydon,Turtle Bay,51.37313201335389,-0.10026811461122966,Caribbean Restaurant
46,Addington,51.3713049,-0.101957,Croydon,Galicia,51.36845757906705,-0.09927934900298166,Spanish Restaurant
47,Addington,51.3713049,-0.101957,Croydon,The Spreadeagle,51.37239980648064,-0.0999907352758226,Pub
48,Addington,51.3713049,-0.101957,Croydon,The Crown & Pepper,51.36911896641011,-0.09955034051567693,Pub
49,Addington,51.3713049,-0.101957,Croydon,Kokoro,51.37397665106856,-0.0984413614216835,Sushi Restaurant
50,Addington,51.3713049,-0.101957,Croydon,Uncle Lim's Malaysian Kitchen,51.37521540025681,-0.10045385615353232,Malay Restaurant
51,Addington,51.3713049,-0.101957,Croydon,Primark,51.3740488,-0.1010776,Clothing Store
52,Addington,51.3713049,-0.101957,Croydon,The Green Dragon,51.371668730152166,-0.10070031962607118,Pub
53,Addington,51.3713049,-0.101957,Croydon,Sangri,51.36852191929014,-0.0992887201008723,Indian Restaurant
54,Addington,51.3713049,-0.101957,Croydon,Bad Apple,51.37340265763354,-0.09930829526835787,Nightclub
55,Addington,51.3713049,-0.101957,Croydon,Anabella's Kitchen,51.3679313659668,-0.09913444519042969,Mediterranean Restaurant
56,Addington,51.3713049,-0.101957,Croydon,Camden Coffee House,51.3752998113138,-0.10004229779848357,Coffee Shop
57,Addington,51.3713049,-0.101957,Croydon,wagamama,51.37391133314482,-0.09712335534959493,Asian Restaurant
58,Addington,51.3713049,-0.101957,Croydon,Caffè Nero,51.375442052278515,-0.10334615283305262,Coffee Shop
59,Addington,51.3713049,-0.101957,Croydon,House of Fraser,51.375539,-0.103205,Department Store
60,Addington,51.3713049,-0.101957,Croydon,RBS Insurance,51.36757282641841,-0.09918143417347769,Insurance Office
61,Addington,51.3713049,-0.101957,Croydon,Reeves Corner London Tramlink Stop,51.374646872175354,-0.10612964630126953,Tram Station
62,Albany Park,51.4416793,0.150488,Bexley,Ferraris,51.44169907474888,0.146754772294095,Italian Restaurant
63,Albany Park,51.4416793,0.150488,Bexley,King's Head,51.44173036793814,0.1497853372239225,Pub
64,Albany Park,51.4416793,0.150488,Bexley,Old Bexley Greek Taverna,51.44140469763696,0.15064035496645917,Greek Restaurant
65,Albany Park,51.4416793,0.150488,Bexley,The George,51.4417555295627,0.1504291288194399,Pub
66,Albany Park,51.4416793,0.150488,Bexley,Nisa Local,51.441232763314595,0.14815780846333837,Supermarket
67,Albany Park,51.4416793,0.150488,Bexley,Happy China,51.44142288539946,0.1504826545715332,Chinese Restaurant
68,Albany Park,51.4416793,0.150488,Bexley,Maharajah of Bexley,51.441323,0.150483,Indian Restaurant
69,Albany Park,51.4416793,0.150488,Bexley,Master Fryer,51.44178,0.150635,Fast Food Restaurant
70,Albany Park,51.4416793,0.150488,Bexley,Yum Yums Bexley,51.44127666950226,0.15071868896484375,Breakfast Spot
71,Albany Park,51.4416793,0.150488,Bexley,Private Shop,51.444764,0.14739,Toy / Game Store
72,Albany Park,51.4416793,0.150488,Bexley,Bexley Railway Station (BXY),51.44007200289714,0.14745712280273438,Train Station
73,Aldborough Hatch,51.5763203,0.0454097,Redbridge,Premier Inn London Ilford,51.577209,0.044383,Hotel
74,Aldborough Hatch,51.5763203,0.0454097,Redbridge,Pizza Hut,51.57338973346806,0.04486926977602434,Pizza Place
75,Aldborough Hatch,51.5763203,0.0454097,Redbridge,Redbridge London Underground Station,51.576358997402984,0.04542490950140824,Metro Station
76,Aldborough Hatch,51.5763203,0.0454097,Redbridge,Dilani's Fish Bar,51.57696285618526,0.04570484161376953,Eastern European Restaurant
77,Aldborough Hatch,51.5763203,0.0454097,Redbridge,The Red House (Beefeater),51.5768286,0.0450226,Pub
78,Aldgate,51.5156177,-0.0919983,City,Goodman Steak House Restaurant,51.51439802733941,-0.09074537518056014,Steakhouse
79,Aldgate,51.5156177,-0.0919983,City,The Ned Hotel,51.51375523989037,-0.09006653956021182,Hotel
80,Aldgate,51.5156177,-0.0919983,City,Daunt Books,51.51398169143981,-0.09299522000314557,Bookstore
81,Aldgate,51.5156177,-0.0919983,City,The Merchant House,51.513264,-0.093039,Cocktail Bar
82,Aldgate,51.5156177,-0.0919983,City,Hawksmoor Guildhall,51.515498,-0.090849,Steakhouse
83,Aldgate,51.5156177,-0.0919983,City,Ned's Club Upstairs,51.513788692889555,-0.09012400881086845,Roof Deck
84,Aldgate,51.5156177,-0.0919983,City,City Càphê,51.51474961713268,-0.09154479356888842,Vietnamese Restaurant
85,Aldgate,51.5156177,-0.0919983,City,Ned's Club Downstairs,51.51362231040922,-0.0901448367920373,Lounge
86,Aldgate,51.5156177,-0.0919983,City,M&S Simply Food,51.51358969,-0.09529666,Grocery Store
87,Aldgate,51.5156177,-0.0919983,City,Porterford Butchers,51.51303235326847,-0.09373702135804958,Butcher
88,Aldgate,51.5156177,-0.0919983,City,Coq d'Argent,51.513303279109444,-0.0910358067859018,French Restaurant
89,Aldgate,51.5156177,-0.0919983,City,One New Change Rooftop,51.51391176437131,-0.09577454922475599,Roof Deck
90,Aldgate,51.5156177,-0.0919983,City,Rosslyn,51.51257394102631,-0.09338110685348511,Coffee Shop
91,Aldgate,51.5156177,-0.0919983,City,WeWork,51.5181777,-0.0904002,Business Service
92,Aldgate,51.5156177,-0.0919983,City,Host,51.51262873320867,-0.09321063204672514,Coffee Shop
93,Aldgate,51.5156177,-0.0919983,City,Café Nespresso,51.514006,-0.092575,Coffee Shop
94,Aldgate,51.5156177,-0.0919983,City,Burger & Lobster,51.51368716465748,-0.09464257378721523,Seafood Restaurant
95,Aldgate,51.5156177,-0.0919983,City,Coya Angel Court,51.5149821429662,-0.087337601567967,Latin American Restaurant
96,Aldgate,51.5156177,-0.0919983,City,Black Sheep Coffee,51.51455913662866,-0.09460299570341206,Coffee Shop
97,Aldgate,51.5156177,-0.0919983,City,Blue Cow Yoga,51.51528559031631,-0.08976422627667482,Yoga Studio
98,Aldgate,51.5156177,-0.0919983,City,Apex London Wall Hotel,51.51592789755909,-0.08765545829484747,Hotel
99,Aldgate,51.5156177,-0.0919983,City,Ekte Nordic Kitchen,51.5125492357495,-0.09188331418860315,Scandinavian Restaurant
100,Aldgate,51.5156177,-0.0919983,City,Guildhall Yard,51.515426082727934,-0.0920614571261829,Plaza
101,Aldgate,51.5156177,-0.0919983,City,Guildhall Art Gallery,51.51555072911845,-0.09200376728625424,Art Gallery
102,Aldgate,51.5156177,-0.0919983,City,Forbes & Hamilton Coffee House,51.517148,-0.088302,Coffee Shop
103,Aldgate,51.5156177,-0.0919983,City,Madison,51.51381968475064,-0.09539032987004036,Cocktail Bar
104,Aldgate,51.5156177,-0.0919983,City,Malibu Kitchen,51.513510758666484,-0.09007436447289069,New American Restaurant
105,Aldgate,51.5156177,-0.0919983,City,Manicomio,51.51536891323096,-0.09541400116488372,Italian Restaurant
106,Aldgate,51.5156177,-0.0919983,City,The Trading House,51.51506346595909,-0.09142715063542992,Modern European Restaurant
107,Aldgate,51.5156177,-0.0919983,City,Museum of London,51.518019,-0.09606,History Museum
108,Aldgate,51.5156177,-0.0919983,City,Konditor & Cook,51.513085,-0.0936822,Bakery
109,Aldgate,51.5156177,-0.0919983,City,Postman's Park,51.51685979391399,-0.09764256711433734,Park
110,Aldgate,51.5156177,-0.0919983,City,Drapers' Hall,51.51500872287517,-0.08622681567011208,Event Space
111,Aldgate,51.5156177,-0.0919983,City,Brigadiers,51.51272137300544,-0.09192158012225396,Indian Restaurant
112,Aldgate,51.5156177,-0.0919983,City,Another Space,51.515052583873825,-0.0903835455775398,Gym / Fitness Center
113,Aldgate,51.5156177,-0.0919983,City,Pilpel,51.51519526381051,-0.09846207739921972,Falafel Restaurant
114,Aldgate,51.5156177,-0.0919983,City,Planet of the Grapes,51.51246839117881,-0.09353420805588591,Wine Bar
115,Aldgate,51.5156177,-0.0919983,City,Virgin Active,51.517951574944,-0.09765118360519409,Gym / Fitness Center
116,Aldgate,51.5156177,-0.0919983,City,Barbican Theatre,51.51972176714491,-0.09360561617624982,Theater
117,Aldgate,51.5156177,-0.0919983,City,Light Centre Moorgate,51.51737995846681,-0.08806487357483081,Yoga Studio
118,Aldgate,51.5156177,-0.0919983,City,Barbican Concert Hall,51.519632262755046,-0.09366137745382495,Concert Hall
119,Aldgate,51.5156177,-0.0919983,City,Barbican Art Gallery,51.519799557371044,-0.093968703496289,Art Gallery
120,Aldgate,51.5156177,-0.0919983,City,Barbican Centre,51.519855,-0.093942,Performing Arts Venue
121,Aldgate,51.5156177,-0.0919983,City,Sweetings,51.512441662798395,-0.09272347457051053,Seafood Restaurant
122,Aldgate,51.5156177,-0.0919983,City,Le Relais de Venise,51.51472701617397,-0.08652679245633464,French Restaurant
123,Aldgate,51.5156177,-0.0919983,City,Ladurée,51.51314364614277,-0.08796716502968138,Dessert Shop
124,Aldgate,51.5156177,-0.0919983,City,The Royal Exchange,51.513694667814285,-0.08735398816951305,Historic Site
125,Aldgate,51.5156177,-0.0919983,City,Pret A Manger,51.51354922268993,-0.09349660650131422,Sandwich Place
126,Aldgate,51.5156177,-0.0919983,City,Barbican Conservatory,51.51985862219709,-0.093201833945014,Botanical Garden
127,Aldgate,51.5156177,-0.0919983,City,Massimo Dutti,51.51405937942974,-0.09352429800770391,Clothing Store
128,Aldwych,51.5004439,-0.1265398,Westminster,Elizabeth Tower (Big Ben) (Big Ben (Elizabeth Tower)),51.50062,-0.124578,Monument / Landmark
129,Aldwych,51.5004439,-0.1265398,Westminster,Parliament Square,51.500595,-0.126802,Plaza
130,Aldwych,51.5004439,-0.1265398,Westminster,Churchill War Rooms (Churchill Museum & Cabinet War Rooms),51.502079,-0.129305,Historic Site
131,Aldwych,51.5004439,-0.1265398,Westminster,Royal Institution of Chartered Surveyors (RICS),51.50102113108736,-0.12808932766906128,Event Space
132,Aldwych,51.5004439,-0.1265398,Westminster,Roux at Parliament Square,51.501225413834284,-0.12818236675651487,French Restaurant
133,Aldwych,51.5004439,-0.1265398,Westminster,Winston Churchill Statue,51.50079877234231,-0.126266613247528,Outdoor Sculpture
134,Aldwych,51.5004439,-0.1265398,Westminster,Costa Coffee,51.50093364186963,-0.12480467457557845,Coffee Shop
135,Aldwych,51.5004439,-0.1265398,Westminster,Westminster Hall,51.49994724212344,-0.1253664493560791,Historic Site
136,Aldwych,51.5004439,-0.1265398,Westminster,Strangers' Bar,51.4995641497275,-0.12391947082597803,Bar
137,Aldwych,51.5004439,-0.1265398,Westminster,Poets' Corner,51.49918584512919,-0.12648224830627441,Historic Site
138,Aldwych,51.5004439,-0.1265398,Westminster,Duck Island Cottage,51.50283358126919,-0.12986760139976541,Garden
139,Aldwych,51.5004439,-0.1265398,Westminster,Victoria Tower Gardens,51.49672923934478,-0.12501576353172372,Park
140,Aldwych,51.5004439,-0.1265398,Westminster,Conrad London St. James,51.49939556598363,-0.13280432242097437,Hotel
141,Aldwych,51.5004439,-0.1265398,Westminster,House of Commons Terrace,51.499153886030946,-0.12398901594173034,Plaza
142,Aldwych,51.5004439,-0.1265398,Westminster,Women of World War II,51.50345064560305,-0.1260076089661174,Monument / Landmark
143,Aldwych,51.5004439,-0.1265398,Westminster,The Westminster Abbey Shop,51.49957288694409,-0.12916858859331523,Gift Shop
144,Aldwych,51.5004439,-0.1265398,Westminster,Horse Guards Parade,51.504847331160235,-0.12659034740377378,Plaza
145,Aldwych,51.5004439,-0.1265398,Westminster,Nelson Mandela Statue,51.50047446583063,-0.12718661507931803,Outdoor Sculpture
146,Aldwych,51.5004439,-0.1265398,Westminster,The Cinnamon Club,51.49749105618828,-0.12959288300972766,Indian Restaurant
147,Aldwych,51.5004439,-0.1265398,Westminster,itsu,51.4969251371704,-0.12948585803087204,Sushi Restaurant
148,Aldwych,51.5004439,-0.1265398,Westminster,hub London Westminster Abbey,51.4995885,-0.1315428,Hotel
149,Aldwych,51.5004439,-0.1265398,Westminster,Executive Lounge,51.49939799336967,-0.1328401459228183,Hotel Bar
150,Aldwych,51.5004439,-0.1265398,Westminster,St Thomas’ Garden,51.500365270863874,-0.11931878262143739,Garden
151,Aldwych,51.5004439,-0.1265398,Westminster,Abraham Lincoln Statue,51.500554742778775,-0.12767263217902708,Outdoor Sculpture
152,Aldwych,51.5004439,-0.1265398,Westminster,St John’s Smith Square,51.49596502232967,-0.12719844356166618,Concert Hall
153,Aldwych,51.5004439,-0.1265398,Westminster,Costa Pronto,51.50100203421485,-0.12474449628123091,Coffee Shop
154,Aldwych,51.5004439,-0.1265398,Westminster,The Library Lounge at Marriott County Hall,51.50193765161251,-0.12006535004714862,Tea Room
155,Aldwych,51.5004439,-0.1265398,Westminster,Pret A Manger,51.50110601050641,-0.11960506439208984,Sandwich Place
156,Aldwych,51.5004439,-0.1265398,Westminster,The Household Cavalry Museum,51.504868872914344,-0.1265941354930367,History Museum
157,Aldwych,51.5004439,-0.1265398,Westminster,Quirinale,51.49700532251606,-0.12665337908765376,Italian Restaurant
158,Aldwych,51.5004439,-0.1265398,Westminster,Rag & Bone,51.49689926899571,-0.13082094707546968,Coffee Shop
159,Aldwych,51.5004439,-0.1265398,Westminster,College Green,51.4979000208282,-0.12612239898345748,Garden
160,Aldwych,51.5004439,-0.1265398,Westminster,Ma La Sichuan,51.49678148946305,-0.13070898809339557,Asian Restaurant
161,Aldwych,51.5004439,-0.1265398,Westminster,Blue Boar,51.49971595972993,-0.13211118165805655,Restaurant
162,Aldwych,51.5004439,-0.1265398,Westminster,The Wash House Cafe,51.49744101584998,-0.12985974491309668,Café
163,Aldwych,51.5004439,-0.1265398,Westminster,Munich Cricket Club,51.49813,-0.132441,Beer Bar
164,Aldwych,51.5004439,-0.1265398,Westminster,Pret A Manger,51.49970910021377,-0.13261873406837268,Sandwich Place
165,Aldwych,51.5004439,-0.1265398,Westminster,The Feathers,51.499389882878205,-0.13308796236853995,Pub
166,Aldwych,51.5004439,-0.1265398,Westminster,Gillray's Steakhouse & Bar,51.501824010633726,-0.11982061234039655,Steakhouse
167,Aldwych,51.5004439,-0.1265398,Westminster,Pickles Sandwich Bar,51.500912979957086,-0.12989533432616363,Café
168,Aldwych,51.5004439,-0.1265398,Westminster,Wesley's Cafe,51.500138566519766,-0.12977867367823218,Café
169,Aldwych,51.5004439,-0.1265398,Westminster,Starbucks,51.498196,-0.132676,Coffee Shop
170,Aldwych,51.5004439,-0.1265398,Westminster,Pret A Manger,51.49691423598656,-0.12931141915470798,Sandwich Place
171,Aldwych,51.5004439,-0.1265398,Westminster,Westminster Arms,51.50047960133786,-0.12954368678325193,Pub
172,Aldwych,51.5004439,-0.1265398,Westminster,The Two Chairmen,51.50063264772029,-0.13178213837478256,Pub
173,Aldwych,51.5004439,-0.1265398,Westminster,Costa Coffee,51.49958506166648,-0.13306377581699905,Coffee Shop
174,Aldwych,51.5004439,-0.1265398,Westminster,Clive of India Statue,51.50234348302498,-0.12925479551390676,Outdoor Sculpture
175,Aldwych,51.5004439,-0.1265398,Westminster,Bali Bombing Memorial,51.50241167675279,-0.12955069541931152,Sculpture Garden
176,Aldwych,51.5004439,-0.1265398,Westminster,Conrad Gym,51.49949,-0.132846,Gym
177,Aldwych,51.5004439,-0.1265398,Westminster,Simplyfresh,51.499511,-0.13329,Convenience Store
178,Alperton,51.563825800000004,-0.2757596561855699,Brent,Black Sheep Coffee,51.56238438874359,-0.2797338732671051,Coffee Shop
179,Alperton,51.563825800000004,-0.2757596561855699,Brent,Boxpark Wembley,51.5604436376007,-0.2801533670792795,Food Court
180,Alperton,51.563825800000004,-0.2757596561855699,Brent,Novotel London Wembley,51.561279612294044,-0.27919654232789526,Hotel
181,Alperton,51.563825800000004,-0.2757596561855699,Brent,Costa Coffee,51.56450052853608,-0.27797087093882056,Coffee Shop
182,Alperton,51.563825800000004,-0.2757596561855699,Brent,Moulin Cafe,51.562153,-0.2812514,Café
183,Alperton,51.563825800000004,-0.2757596561855699,Brent,Premier Inn London Wembley Park,51.56288543033887,-0.28113238513469696,Hotel
184,Alperton,51.563825800000004,-0.2757596561855699,Brent,Wembley Tandoori Restaurant,51.562062954096035,-0.2815721266214175,Indian Restaurant
185,Alperton,51.563825800000004,-0.2757596561855699,Brent,Subway,51.56382354418064,-0.27840336625308737,Sandwich Place
186,Alperton,51.563825800000004,-0.2757596561855699,Brent,Olympic Way,51.562237,-0.2796374,Pedestrian Plaza
187,Alperton,51.563825800000004,-0.2757596561855699,Brent,Asda,51.5646182,-0.2748538,Supermarket
188,Alperton,51.563825800000004,-0.2757596561855699,Brent,Costa Coffee,51.56104,-0.27930582,Coffee Shop
189,Alperton,51.563825800000004,-0.2757596561855699,Brent,Sports Bar Wembley,51.56199077066958,-0.2819707633294399,Sports Bar
190,Alperton,51.563825800000004,-0.2757596561855699,Brent,Currys PC World,51.5613482,-0.2802951,Electronics Store
191,Alperton,51.563825800000004,-0.2757596561855699,Brent,Wembley Park Station (O),51.562582,-0.279855,Bus Stop
192,Alperton,51.563825800000004,-0.2757596561855699,Brent,Wimpy,51.56207899313921,-0.2820121496915817,Burger Joint
193,Alperton,51.563825800000004,-0.2757596561855699,Brent,Lidl,51.56119889,-0.28099902,Supermarket
194,Alperton,51.563825800000004,-0.2757596561855699,Brent,Lahore Village,51.561993,-0.281596,Indian Restaurant
195,Anerley,51.4028046,0.0148142,Bromley,Marks & Spencer,51.40401703,0.01571848,Department Store
196,Anerley,51.4028046,0.0148142,Bromley,Apple Bromley,51.4029398,0.0162525,Electronics Store
197,Anerley,51.4028046,0.0148142,Bromley,Church House Gardens,51.40301010187974,0.01214914278892841,Park
198,Anerley,51.4028046,0.0148142,Bromley,Unico,51.40218872288535,0.01572540329525701,Ice Cream Shop
199,Anerley,51.4028046,0.0148142,Bromley,wilko,51.4010398,0.0161096,Furniture / Home Store
200,Anerley,51.4028046,0.0148142,Bromley,Waterstones,51.40291952438397,0.01682649095790167,Bookstore
201,Anerley,51.4028046,0.0148142,Bromley,Havet,51.40618386892237,0.01352165486780187,Turkish Restaurant
202,Anerley,51.4028046,0.0148142,Bromley,Barrel & Horn,51.40588697867192,0.013701243249897743,Bar
203,Anerley,51.4028046,0.0148142,Bromley,wagamama,51.4040822,0.0180316,Asian Restaurant
204,Anerley,51.4028046,0.0148142,Bromley,Caffè Nero,51.40265291943126,0.01561586354182151,Coffee Shop
205,Anerley,51.4028046,0.0148142,Bromley,Pret A Manger,51.40284537837934,0.015364469937377655,Sandwich Place
206,Anerley,51.4028046,0.0148142,Bromley,Costa Coffee,51.40565254714627,0.015279469318499845,Coffee Shop
207,Anerley,51.4028046,0.0148142,Bromley,Byron,51.404035,0.017646,Burger Joint
208,Anerley,51.4028046,0.0148142,Bromley,Primark,51.4052391,0.0146526,Clothing Store
209,Anerley,51.4028046,0.0148142,Bromley,Five Guys,51.40558,0.01549,Fast Food Restaurant
210,Anerley,51.4028046,0.0148142,Bromley,Next,51.40470037,0.01479991,Clothing Store
211,Anerley,51.4028046,0.0148142,Bromley,Franco Manca,51.40599247890893,0.016180579695772232,Pizza Place
212,Anerley,51.4028046,0.0148142,Bromley,The Partridge,51.40561472209578,0.01390071736216214,Pub
213,Anerley,51.4028046,0.0148142,Bromley,UNIQLO,51.402663753271575,0.017177432912394784,Clothing Store
214,Anerley,51.4028046,0.0148142,Bromley,Nando's,51.406128,0.0160459,Portuguese Restaurant
215,Anerley,51.4028046,0.0148142,Bromley,Zara,51.40516910910544,0.016591308022986563,Clothing Store
216,Anerley,51.4028046,0.0148142,Bromley,Hotel Chocolat,51.40265612075676,0.01555009139635604,Chocolate Shop
217,Anerley,51.4028046,0.0148142,Bromley,TK Maxx,51.402048021033785,0.01571688196900752,Clothing Store
218,Anerley,51.4028046,0.0148142,Bromley,Krispy Kreme,51.4051038,0.0164632,Donut Shop
219,Anerley,51.4028046,0.0148142,Bromley,Pavilion Leisure Centre,51.403781401885205,0.018282276348230722,Gym / Fitness Center
220,Anerley,51.4028046,0.0148142,Bromley,Costa Coffee,51.40445786077074,0.016644623295269934,Coffee Shop
221,Anerley,51.4028046,0.0148142,Bromley,Paperchase,51.40411663665937,0.015277278234814532,Stationery Store
222,Anerley,51.4028046,0.0148142,Bromley,The Greyhound (Wetherspoon),51.406534046009135,0.013417346325642244,Pub
223,Anerley,51.4028046,0.0148142,Bromley,Caffè Nero,51.400063306125546,0.017092491932849077,Coffee Shop
224,Anerley,51.4028046,0.0148142,Bromley,Lidl,51.40403726,0.01457882,Supermarket
225,Anerley,51.4028046,0.0148142,Bromley,YO! Sushi,51.403704,0.016866,Sushi Restaurant
226,Anerley,51.4028046,0.0148142,Bromley,PureGym,51.40165015064464,0.01638710433206253,Gym / Fitness Center
227,Anerley,51.4028046,0.0148142,Bromley,Lush,51.40376294287922,0.01682182488971731,Cosmetics Shop
228,Anerley,51.4028046,0.0148142,Bromley,PizzaExpress,51.40616145883821,0.01634893913706037,Pizza Place
229,Anerley,51.4028046,0.0148142,Bromley,Nando's,51.398941,0.016253,Portuguese Restaurant
230,Anerley,51.4028046,0.0148142,Bromley,Greggs,51.4003651888548,0.017061502236051396,Bakery
231,Anerley,51.4028046,0.0148142,Bromley,O'Neill's,51.40709108166277,0.01578432643531757,Irish Pub
232,Anerley,51.4028046,0.0148142,Bromley,Starbucks,51.4053,0.015538,Coffee Shop
233,Anerley,51.4028046,0.0148142,Bromley,Gourmet Burger Kitchen,51.40610577795602,0.015928412352650412,Burger Joint
